id,Title,Authors,Source Title,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations
0,"Greening Chinese chemical industrial park by implementing industrial
ecology strategies: A case study","Yune, Jeremy H.; Tian, Jinping; Liu, Wei; Chen, Lujun; Descamps-Large, Cathy",RESOURCES CONSERVATION AND RECYCLING,2016,112,,54,64,10.1016/j.resconrec.2016.05.002,13
0,"Environmental drivers of seasonal variation in green roof runoff water
quality","Buffam, Ishi; Mitchell, Mark E.; Durtsche, Richard D.",ECOLOGICAL ENGINEERING,2016,91,,506,514,10.1016/j.ecoleng.2016.02.044,13
0,"Optimal selection and placement of green infrastructure to reduce
impacts of land use change and climate change on hydrology and water
quality: An application to the Trail Creek Watershed, Indiana","Liu, Yaoze; Theller, Lawrence O.; Pijanowski, Bryan C.; Engel, Bernard A.",SCIENCE OF THE TOTAL ENVIRONMENT,2016,553,,149,163,10.1016/j.scitotenv.2015.02.116,13
0,"System interactions of stormwater management using sustainable urban
drainage systems and green infrastructure","Hoang, L.; Fenner, R. A.",URBAN WATER JOURNAL,2016,13,7,739,758,10.1080/1573062X.2015.1036083,13
0,"Surface Water Storage Capacity of Twenty Tree Species in Davis,
California","Xiao, Qingfu; McPherson, E. Gregory",JOURNAL OF ENVIRONMENTAL QUALITY,2016,45,1,188,198,10.2134/jeq2015.02.0092,13
0,"Blue is the new green - Ecological enhancement of concrete based coastal
and marine infrastructure","Ido, Sella; Shimrit, Perkol-Finkel",ECOLOGICAL ENGINEERING,2015,84,,260,272,10.1016/j.ecoleng.2015.09.016,13
0,"Ecosystem services in pen-urban landscapes: The effects of agricultural
landscape change on ecosystem services in Taiwan's western coastal plain","Lee, Ying-Chieh; Ahern, Jack; Yeh, Chia-Tsung",LANDSCAPE AND URBAN PLANNING,2015,139,,137,148,10.1016/j.landurbplan.2015.02.023,13
0,"Exploring social and cultural norms to promote ecologically sensitive
residential garden design","Uren, Hannah V.; Dzidic, Peta L.; Bishop, Brian J.",LANDSCAPE AND URBAN PLANNING,2015,137,,76,84,10.1016/j.landurbplan.2014.12.008,13
0,"Setting Priorities for Urban Forest Planning. A Comprehensive Response
to Ecological and Social Needs for the Metropolitan Area of Rome (Italy)","Capotorti, Giulia; Mollo, Barbara; Zavattero, Laura; Anzellotti, Ilaria; Celesti-Grapow, Laura",SUSTAINABILITY,2015,7,4,3958,3976,10.3390/su7043958,13
0,"Mapping and quantification of planted tree and shrub shelterbelts in
Saskatchewan, Canada","Amichev, Beyhan Y.; Bentham, Murray J.; Cerkowniak, Darrel; Kort, John; Kulshreshtha, Suren; Laroque, Colin P.; Piwowar, Joseph M.; Van Rees, Ken C. J.",AGROFORESTRY SYSTEMS,2015,89,1,49,65,10.1007/s10457-014-9741-2,13
0,"Exploring Green Streets and rain gardens as instances of small scale
nature and environmental learning tools","Church, Sarah P.",LANDSCAPE AND URBAN PLANNING,2015,134,,229,240,10.1016/j.landurbplan.2014.10.021,13
0,"Biodiversity in my (back)yard: towards a framework for citizen
engagement in exploring biodiversity and ecosystem services in
residential gardens","Beumer, Carijn; Martens, Pim",SUSTAINABILITY SCIENCE,2015,10,1,87,100,10.1007/s11625-014-0270-8,13
0,Developing resilient green roofs in a dry climate,"Razzaghmanesh, M.; Beecham, S.; Brien, C. J.",SCIENCE OF THE TOTAL ENVIRONMENT,2014,490,,579,589,10.1016/j.scitotenv.2014.05.040,13
0,"From flood control to flood adaptation: a case study on the Lower Green
River Valley and the City of Kent in King County, Washington","Liao, Kuei-Hsien",NATURAL HAZARDS,2014,71,1,723,750,10.1007/s11069-013-0923-4,13
0,"Integrating ecosystem services and local government finances into land
use planning: A case study from coastal Georgia","Schmidt, J. P.; Moore, Rebecca; Alber, Merryl",LANDSCAPE AND URBAN PLANNING,2014,122,,56,67,10.1016/j.landurbplan.2013.11.008,13
0,Socioeconomic drivers of yard sustainable practices in a tropical city,"Melendez-Ackerman, Elvia J.; Santiago-Bartolomei, Raul; Vila-Ruiz, Cristina P.; Santiago, Luis E.; Garcia-Montiel, Diana; Verdejo-Ortiz, Julio C.; Manrique-Hernandez, Harold; Hernandez-Calo, Eduardo",ECOLOGY AND SOCIETY,2014,19,3,,,10.5751/ES-06563-190320,13
0,"Involving Ecologists in Shaping Large-Scale Green Infrastructure
Projects","Felson, Alexander J.; Oldfield, Emily E.; Bradford, Mark A.",BIOSCIENCE,2013,63,11,882,890,10.1525/bio.2013.63.11.7,13
0,Bioretention Design for Xeric Climates Based on Ecological Principles,"Houdeshel, C. Dasch; Pomeroy, Christine A.; Hultine, Kevin R.",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,2012,48,6,1178,1190,10.1111/j.1752-1688.2012.00678.x,13
0,"Using Geospatial Tools to Assess the Urban Tree Canopy: Decision Support
for Local Governments","McGee, John A., III; Day, Susan D.; Wynne, Randolph H.; White, M. Barbara",JOURNAL OF FORESTRY,2012,110,5,275,286,10.5849/jof.11-052,13
0,"The negative approach to urban growth planning of Beijing, China","Yu, Kongjian; Wang, Sisi; Li, Dihua",JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,2011,54,9,1209,1236,10.1080/09640568.2011.564488,13
0,"Variation in the instream dissolved inorganic nitrogen response between
and within rainstorm events in an urban watershed","Rosenzweig, Bernice R.; Moon, Hee Sun; Smith, James A.; Baeck, Mary Lynn; Jaffe, Peter R.",JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,2008,43,11,1223,1233,10.1080/10934520802225190,13
0,"EVALUATION OF WATER MANAGEMENT STRATEGIES FOR ACID SULFATE SOILS USING A
SIMULATION-MODEL - A CASE-STUDY IN INDONESIA","BRONSWIJK, JJB; GROENENBERG, JE; RITSEMA, CJ; VANWIJK, ALM; NUGROHO, K",AGRICULTURAL WATER MANAGEMENT,1995,27,2,125,142,10.1016/0378-3774(95)01135-6,13
0,"Spatio-temporal assessment of urbanization impacts on ecosystem
services: Case study of Nanjing City, China","Li, Baojie; Chen, Dongxiang; Wu, Shaohua; Zhou, Shenglu; Wang, Teng; Chen, Hao",ECOLOGICAL INDICATORS,2016,71,,416,427,10.1016/j.ecolind.2016.07.017,12
0,"A tale of two rain gardens: Barriers and bridges to adaptive management
of urban stormwater in Cleveland, Ohio","Chaffin, Brian C.; Shuster, William D.; Garmestani, Ahjond S.; Furio, Brooke; Albro, Sandra L.; Gardiner, Mary; Spring, MaLisa; Green, Olivia Odom",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2016,183,,431,441,10.1016/j.jenvman.2016.06.025,12
0,"Active citizenship for urban green infrastructure: fostering the
diversity and dynamics of citizen contributions through mosaic
governance","Buijs, Arjen E.; Mattijssen, Thomas J. M.; Van der Jagt, Alexander P. N.; Ambrose-Oji, Bianca; Andersson, Erik; Elands, Birgit H. M.; Moller, Maja Steen",CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,2016,22,,1,6,10.1016/j.cosust.2017.01.002,12
0,"The effects of naturalness, gender, and age on how urban green space is
perceived and used","Sang, Asa Ode; Knez, Igor; Gunnarsson, Bengt; Hedblom, Marcus",URBAN FORESTRY & URBAN GREENING,2016,18,,268,276,10.1016/j.ufug.2016.06.008,12
0,Urban Stormwater Governance: The Need for a Paradigm Shift,"Dhakal, Krishna P.; Chevalier, Lizette R.",ENVIRONMENTAL MANAGEMENT,2016,57,5,1112,1124,10.1007/s00267-016-0667-5,12
0,"A quantitative assessment of shoot flammability for 60 tree and shrub
species supports rankings based on expert opinion","Wyse, Sarah V.; Perry, George L. W.; O'Connell, Dean M.; Holland, Phillip S.; Wright, Monique J.; Hosted, Catherine L.; Whitelock, Samuel L.; Geary, Ian J.; Maurin, Kevin J. L.; Curran, Timothy J.",INTERNATIONAL JOURNAL OF WILDLAND FIRE,2016,25,4,466,477,10.1071/WF15047,12
0,Using recycled aggregates in green roof substrates for plant diversity,"Molineux, Chloe J.; Gange, Alan C.; Connop, Stuart P.; Newport, Darryl J.",ECOLOGICAL ENGINEERING,2015,82,,596,604,10.1016/j.ecoleng.2015.05.036,12
0,"Patterns and Drivers of Scattered Tree Loss in Agricultural Landscapes:
Orchard Meadows in Germany (1968-2009)","Plieninger, Tobias; Levers, Christian; Mantel, Martin; Costa, Augusta; Schaich, Harald; Kuemmerle, Tobias",PLOS ONE,2015,10,5,,,10.1371/journal.pone.0126178,12
0,"How do people perceive urban trees? Assessing likes and dislikes in
relation to the trees of a city","Camacho-Cervantes, Morelia; Schondube, Jorge E.; Castillo, Alicia; MacGregor-Fors, Ian",URBAN ECOSYSTEMS,2014,17,3,761,773,10.1007/s11252-014-0343-6,12
0,"Response of Soil-Associated Microbial Communities to Intrusion of Coal
Mine-Derived Acid Mine Drainage","Brantner, Justin S.; Senko, John M.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,2014,48,15,8556,8563,10.1021/es502261u,12
0,"Species diversity and performance assessment of trees in domestic
gardens","Zhang, Hao; Jim, C. Y.",LANDSCAPE AND URBAN PLANNING,2014,128,,23,34,10.1016/j.landurbplan.2014.04.017,12
0,"Planning for multifunctional urban green infrastructures: Promises and
challenges","Madureira, Helena; Andresen, Teresa",URBAN DESIGN INTERNATIONAL,2014,19,1,38,49,10.1057/udi.2013.11,12
0,"Urban ecosystems and sustainable urban development-analysing and
assessing interacting systems in the Stockholm region","Mortberg, Ulla; Haas, Jan; Zetterberg, Andreas; Franklin, Joel P.; Jonsson, Daniel; Deal, Brian",URBAN ECOSYSTEMS,2013,16,4,763,782,10.1007/s11252-012-0270-3,12
0,"Urban land use types contribute to grassland conservation: The example
of Berlin","Fischer, Leonie K.; von der Lippe, Moritz; Kowarik, Ingo",URBAN FORESTRY & URBAN GREENING,2013,12,3,263,272,10.1016/j.ufug.2013.03.009,12
0,"Impact of ecological disturbance on awareness of urban nature and sense
of environmental stewardship in residential neighborhoods","Hunter, MaryCarol R.",LANDSCAPE AND URBAN PLANNING,2011,101,2,131,138,10.1016/j.landurbplan.2011.02.005,12
0,"DEVELOPING A SUSTAINABLE PHYTOMANAGEMENT STRATEGY FOR EXCESSIVE SELENIUM
IN WESTERN UNITED STATES AND INDIA","Banuelos, G. S.; Dhillon, K. S.",INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,2011,13,,208,228,10.1080/15226514.2011.568544,12
0,"The forgotten and the future: reclaiming back alleys for a sustainable
city","Wolch, Jennifer; Newell, Josh; Seymour, Mona; Huang, Hilary Bradbury; Reynolds, Kim; Mapes, Jennifer",ENVIRONMENT AND PLANNING A,2010,42,12,2874,2896,10.1068/a42259,12
0,"Social and economic aspects of peatland management in Northern Europe,
with particular reference to the English case","Rawlins, A.; Morris, J.",GEODERMA,2010,154,4-Mar,242,251,10.1016/j.geoderma.2009.02.022,12
0,"The development of a 2,2 '-azinobis-(3-ethyl-benzothiazoline-6-sulfonic
acid) radical cation decolourisation assay for evaluating total
antioxidant status in an alga used to monitor environmental impacts in
urban aquatic habitats","Johnstone, C; Day, JG; Staines, H; Benson, EE",ECOLOGICAL INDICATORS,2006,6,2,280,289,10.1016/j.ecolind.2005.03.003,12
0,Sustainable Urban Drainage Systems (SUDS),"Fresno, DC; Bayon, JR; Hernandez, JR; Munoz, FB",INTERCIENCIA,2005,30,5,255,+,,12
0,"The science, policy and practice of nature-based solutions: An
interdisciplinary perspective","Nesshover, Carsten; Assmuth, Timo; Irvine, Katherine N.; Rusch, Graciela M.; Waylen, Kerry A.; Delbaere, Ben; Haase, Dagmar; Jones-Walters, Lawrence; Keune, Hans; Kovacs, Eszter; Krauze, Kinga; Kulvik, Mart; Rey, Freddy; Van Dijk, Jiska; Vistad, Odd Inge; Wilkinson, Mark E.; Wittmer, Heidi",SCIENCE OF THE TOTAL ENVIRONMENT,2017,579,,1215,1227,10.1016/j.scitotenv.2016.11.106,11
0,Green infrastructure practices for improvement of urban air quality,"Jayasooriya, V. M.; Ng, A. W. M.; Muthukumaran, S.; Perera, B. J. C.",URBAN FORESTRY & URBAN GREENING,2017,21,,34,47,10.1016/j.ufug.2016.11.007,11
0,"Biodiversity and Green Infrastructure in Europe: Boundary object or
ecological trap?","Garmendia, Eneko; Apostolopoulou, Evangelia; Adams, William M.; Bormpoudakis, Dimitrios",LAND USE POLICY,2016,56,,315,319,10.1016/j.landusepol.2016.04.003,11
0,"yy Ecosystem services in urban planning: Comparative paradigms and
guidelines for high quality plans","Woodruff, Sierra C.; BenDor, Todd K.",LANDSCAPE AND URBAN PLANNING,2016,152,,90,100,10.1016/j.landurbplan.2016.04.003,11
0,"Coho salmon spawner mortality in western US urban watersheds:
bioinfiltration prevents lethal storm water impacts","Spromberg, Julann A.; Baldwin, David H.; Damm, Steven E.; McIntyre, Jenifer K.; Huff, Michael; Sloan, Catherine A.; Anulacion, Bernadita F.; Davis, Jay W.; Scholz, Nathaniel L.",JOURNAL OF APPLIED ECOLOGY,2016,53,2,398,407,10.1111/1365-2664.12534,11
0,"The loss of land devoted to allotment gardening: The context of the
contrasting pressures of urban planning, public and private interests in
Prague, Czechia","Spilkova, Jana; Vagner, Jiri",LAND USE POLICY,2016,52,,232,239,10.1016/j.landusepol.2015.12.031,11
0,"Green Infrastructure Design Based on Spatial Conservation Prioritization
and Modeling of Biodiversity Features and Ecosystem Services","Snall, Tord; Lehtomaki, Joona; Arponen, Anni; Elith, Jane; Moilanen, Atte",ENVIRONMENTAL MANAGEMENT,2016,57,2,251,256,10.1007/s00267-015-0613-y,11
0,"Substrate depth and roof age strongly affect plant abundances on
sedum-moss and meadow green roofs in Helsinki, Finland","Gabrych, Malgorzata; Kotze, D. Johan; Lehvavirta, Susanna",ECOLOGICAL ENGINEERING,2016,86,,95,104,10.1016/j.ecoleng.2015.10.022,11
0,"NDVI-Based Analysis on the Influence of Climate Change and Human
Activities on Vegetation Restoration in the Shaanxi-Gansu-Ningxia
Region, Central China","Li, Shuangshuang; Yang, Saini; Liu, Xianfeng; Liu, Yanxu; Shi, Mimi",REMOTE SENSING,2015,7,9,11163,11182,10.3390/rs70911163,11
0,"Green infrastructure as a climate change adaptation policy intervention:
Muddying the waters or clearing a path to a more secure future?","Sussams, L. W.; Sheate, W. R.; Eales, R. P.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2015,147,,184,193,10.1016/j.jenvman.2014.09.003,11
0,"Front gardens to car parks: Changes in garden permeability and effects
on flood regulation","Warhurst, Jennifer R.; Parks, Katherine E.; McCulloch, Lindsay; Hudson, Malcolm D.",SCIENCE OF THE TOTAL ENVIRONMENT,2014,485,,329,339,10.1016/j.scitotenv.2014.03.035,11
0,"A decision framework for wetland management in a river basin context:
The Abras de Mantequilla"" case study in the Guayas River Basin"," Ecuador""",,13-Dec,2013,34,SI,103,,
0,Rethinking urban areas: an example of an integrated blue-green approach,"Rozos, E.; Makropoulos, C.; Maksimovic, C.",WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY,2013,13,6,1534,1542,10.2166/ws.2013.140,11
0,On the network," off the map"": developing intervillage and intragender",,,,,,,,
0,"differentiation in rural water supply""","Birkenholtz, Trevor",ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,2013,31,2,354,371,10.1068/d11510,11
0,"Benefits and Challenges of Linking Green Infrastructure and Highway
Planning in the United States","Marcucci, Daniel J.; Jordan, Lauren M.",ENVIRONMENTAL MANAGEMENT,2013,51,1,182,197,10.1007/s00267-012-9966-7,11
0,"Relationship Between Greenways and Ecological Network: A Case Study in
Italy","Fumagalli, N.; Toccolini, A.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,2012,6,4,903,916,,11
0,"Effect of seawater aerosol on leaves of six plant species potentially
useful for ornamental purposes in coastal areas","Ferrante, Antonio; Trivellini, Alice; Malorgio, Fernando; Carmassi, Giulia; Vernieri, Paolo; Serra, Giovanni",SCIENTIA HORTICULTURAE,2011,128,3,332,341,10.1016/j.scienta.2011.01.008,11
0,"Vegetation pattern divergence between dry and wet season in a semiarid
savanna - Spatio-temporal dynamics of plant diversity in northwest
Namibia","Hassler, S. K.; Kreyling, J.; Beierkuhnlein, C.; Eisold, J.; Samimi, C.; Wagenseil, H.; Jentsch, A.",JOURNAL OF ARID ENVIRONMENTS,2010,74,11,1516,1524,10.1016/j.jaridenv.2010.05.021,11
0,"Re-thinking wastewater landscapes: combining innovative strategies to
address tomorrow's urban wastewater treatment challenges","Smith, B. R.",WATER SCIENCE AND TECHNOLOGY,2009,60,6,1465,1473,10.2166/wst.2009.473,11
0,"Macrophyte zonation in stormwater wetlands: getting it right! A case
study from subtropical Australia","Greenway, M.; Jenkins, G.; Polson, C.",WATER SCIENCE AND TECHNOLOGY,2007,56,3,223,231,10.2166/wst.2007.494,11
0,"Greening cities - To be socially inclusive? About the alleged paradox of
society and ecology in cities","Haase, Dagmar; Kabisch, Sigrun; Haase, Annegret; Andersson, Erik; Banzhaf, Ellen; Baro, Francesc; Brenck, Miriam; Fischer, Leonie K.; Frantzeskaki, Niki; Kabisch, Nadja; Krellenberg, Kerstin; Kremer, Peleg; Kronenberg, Jakub; Larondelle, Neele; Mathey, Juliane; Pauleit, Stephan; Ring, Irene; Rink, Dieter; Schwarz, Nina; Wolff, Manuel",HABITAT INTERNATIONAL,2017,64,,41,48,10.1016/j.habitatint.2017.04.005,10
0,"Urban green infrastructure and urban forests: a case study of the
Metropolitan Area of Milan","Sanesi, Giovanni; Colangelo, Giuseppe; Lafortezza, Raffaele; Calvo, Enrico; Davies, Clive",LANDSCAPE RESEARCH,2017,42,2,164,175,10.1080/01426397.2016.1173658,10
0,Novel and designed ecosystems,"Higgs, Eric",RESTORATION ECOLOGY,2017,25,1,8,13,10.1111/rec.12410,10
0,"Toward livable and healthy urban streets: Roadside vegetation provides
ecosystem services where people live and move","Saeumel, Ina; Weber, Frauke; Kowarik, Ingo",ENVIRONMENTAL SCIENCE & POLICY,2016,62,,24,33,10.1016/j.envsci.2015.11.012,10
0,"Multifunctional floodplain management and biodiversity effects: a
knowledge synthesis for six European countries","Schindler, Stefan; O'Neill, Fionnuala H.; Biro, Marianna; Damm, Christian; Gasso, Viktor; Kanka, Robert; van der Sluis, Theo; Krug, Andreas; Lauwaars, Sophie G.; Sebesvari, Zita; Pusch, Martin; Baranovsky, Boris; Ehlert, Thomas; Neukirchen, Bernd; Martin, James R.; Euller, Katrin; Mauerhofer, Volker; Wrbka, Thomas",BIODIVERSITY AND CONSERVATION,2016,25,7,1349,1382,10.1007/s10531-016-1129-3,10
0,"Identifying keystone meteorological factors of green-roof stormwater
retention to inform design and planning","Wong, Gwendolyn K. L.; Jim, C. Y.",LANDSCAPE AND URBAN PLANNING,2015,143,,173,182,10.1016/j.landurbplan.2015.07.001,10
0,"Urban and pen-urban forests in the metropolitan area of Rome:
Ecophysiological response of Quercus ilex L. in two green
infrastructures in an ecosystem services perspective","Fusaro, Lina; Salvatori, Elisabetta; Mereu, Simone; Marando, Federica; Scassellati, Elisabetta; Abbate, Giovanna; Manes, Fausto",URBAN FORESTRY & URBAN GREENING,2015,14,4,1147,1156,10.1016/j.ufug.2015.10.013,10
0,"Low carbon emission development strategies for Jambi, Indonesia:
simulation and trade-off analysis using the FALLOW model","Mulia, Rachmat; Widayati, Atiek; Suyanto; Agung, Putra; Zulkarnain, Muhammad Thoha",MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,2014,19,6,773,788,10.1007/s11027-013-9485-8,10
0,"Rapid decision support tool based on novel ecosystem service variables
for retrofitting of permeable pavement systems in the presence of trees","Scholz, Miklas; Uzomah, Vincent C.",SCIENCE OF THE TOTAL ENVIRONMENT,2013,458,,486,498,10.1016/j.scitotenv.2013.04.062,10
0,"Identification of top priority areas and management landscapes from a
national Natura 2000 network","Mikkonen, Ninni; Moilanen, Atte",ENVIRONMENTAL SCIENCE & POLICY,2013,27,,11,20,10.1016/j.envsci.2012.10.022,10
0,Developing a complementary framework for urban ecology,"Kattel, Giri R.; Elkadi, Hisham; Meikle, Helen",URBAN FORESTRY & URBAN GREENING,2013,12,4,498,508,10.1016/j.ufug.2013.07.005,10
0,"Middle to Late Holocene landscape changes and geoarchaeological
implications in the marshes of the Dives estuary (NW France)","Lespez, Laurent; Clet-Pellerin, Martine; Davidson, Robert; Hermier, Guillaume; Carpentier, Vincent; Cador, Jean-Michel",QUATERNARY INTERNATIONAL,2010,216,2-Jan,23,40,10.1016/j.quaint.2009.06.018,10
0,"Sustainable stormwater management at Fornebu - from an airport to an
industrial and residential area of the city of Oslo, Norway","Astebol, SO; Hvitved-Jacobson, T; Simonsen, O",SCIENCE OF THE TOTAL ENVIRONMENT,2004,334,,239,249,10.1016/j.scitotenv.2004.04.042,10
0,"Biodiversity, biosphere reserves, and the big apple - A study of the New
York Metropolitan Region","Solecki, WD; Rosenzweig, C",URBAN BIOSPHERE AND SOCIETY: PARTNERSHIP OF CITIES,2004,1023,,105,124,10.1196/annals.1319.004,10
0,"Implications for constructed wetlands to mitigate nitrate and pesticide
pollution in agricultural drained watersheds","Tournebize, Julien; Chaumont, Cedric; Mander, Ulo",ECOLOGICAL ENGINEERING,2017,103,,415,425,10.1016/j.ecoleng.2016.02.014,9
0,Designing living walls for greywater treatment,"Fowdar, Harsha S.; Hatt, Belinda E.; Breen, Peter; Cook, Perran L. M.; Deletic, Ana",WATER RESEARCH,2017,110,,218,232,10.1016/j.watres.2016.12.018,9
0,"Partitioning controls on Amazon forest photosynthesis between
environmental and biotic factors at hourly to interannual timescales","Wu, Jin; Guan, Kaiyu; Hayek, Matthew; Restrepo-Coupe, Natalia; Wiedemann, Kenia T.; Xu, Xiangtao; Wehr, Richard; Christoffersen, Bradley O.; Miao, Guofang; da Silva, Rodrigo; de Araujo, Alessandro C.; Oliviera, Raimundo C.; Camargo, Plinio B.; Monson, Russell K.; Huete, Alfredo R. .; Saleska, Scott R.",GLOBAL CHANGE BIOLOGY,2017,23,3,1240,1257,10.1111/gcb.13509,9
0,Modeling the capacity of riverscapes to support beaver dams,"Macfarlane, William W.; Wheaton, Joseph M.; Bouwes, Nicolaas; Jensen, Martha L.; Gilbert, Jordan T.; Hough-Snee, Nate; Shivik, John A.",GEOMORPHOLOGY,2017,277,,72,99,10.1016/j.geomorph.2015.11.019,9
0,"Green infrastructure for urban climate adaptation: How do residents'
views on climate impacts and green infrastructure shape adaptation
preferences?","Derkzen, Marthe L.; van Teeffelen, Astrid J. A.; Verburg, Peter H.",LANDSCAPE AND URBAN PLANNING,2017,157,,106,130,10.1016/j.landurbplan.2016.05.027,9
0,"Integrated valuation of a nature-based solution for water pollution
control. Highlighting hidden benefits","Liquete, Camino; Udias, Angel; Conte, Giulio; Grizzetti, Bruna; Masi, Fabio",ECOSYSTEM SERVICES,2016,22,,392,401,10.1016/j.ecoser.2016.09.011,9
0,"Is urban green space per capita a valuable target to achieve cities'
sustainability goals? Romania as a case study","Badiu, Denisa L.; Ioja, Cristian I.; Patroescu, Maria; Breuste, Juergen; Artmann, Martina; Nita, Mihai R.; Gradinaru, Simona R.; Hossu, Constantina A.; Onose, Diana A.",ECOLOGICAL INDICATORS,2016,70,,53,66,10.1016/j.ecolind.2016.05.044,9
0,"Confirmation of Stormwater Bioretention Treatment Effectiveness Using
Molecular Indicators of Cardiovascular Toxicity in Developing Fish","McIntyre, Jenifer K.; Edmunds, Richard C.; Redig, Maria G.; Mudrock, Emma M.; Davis, Jay W.; Incardona, John P.; Stark, John D.; Scholz, Nathaniel L.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,2016,50,3,1561,1569,10.1021/acs.est.5b04786,9
0,"Building height matters: nesting activity of bees and wasps on vegetated
roofs","MacIvor, J. Scott",ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,2016,62,2-Jan,88,96,10.1080/15659801.2015.1052635,9
0,"Operationalizing ecosystem-based adaptation: harnessing ecosystem
services to buffer communities against climate change","Wamsler, Christine; Niven, Lisa; Beery, Thomas H.; Bramryd, Torleif; Ekelund, Nils; Jonsson, K. Ingemar; Osmani, Adelina; Palo, Thomas; Stalhammar, Sanna",ECOLOGY AND SOCIETY,2016,21,1,,,10.5751/ES-08266-210131,9
0,"A regenerative urban stormwater management methodology: the journey of a
Mediterranean city","Perales-Momparler, Sara; Andres-Domenech, Ignacio; Andreu, Joaquin; Escuder-Bueno, Ignacio",JOURNAL OF CLEANER PRODUCTION,2015,109,,174,189,10.1016/j.jclepro.2015.02.039,9
0,"Adaptive exchange of capitals in urban water resources management: an
approach to sustainability?","Shuster, William D.; Garmestani, Ahjond S.",CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,2015,17,6,1393,1400,10.1007/s10098-014-0886-5,9
0,"Assessing growth performance and deficiency of climber species on
tropical greenwalls","Jim, C. Y.",LANDSCAPE AND URBAN PLANNING,2015,137,,107,121,10.1016/j.landurbplan.2015.01.001,9
0,"Finding solutions to water scarcity: Incorporating ecosystem service
values into business planning at The Dow Chemical Company's Freeport, TX
facility","Reddy, Sheila M. W.; McDonald, Robert I.; Maas, Alexander S.; Rogers, Anthony; Girvetz, Evan H.; North, Jeffrey; Molnar, Jennifer; Finley, Tim; Leathers, Gena; DiMuro, Johnathan L.",ECOSYSTEM SERVICES,2015,12,,94,107,10.1016/j.ecoser.2014.12.001,9
0,"Semi-natural vegetation in agricultural land: European map and links to
ecosystem service supply","Garcia-Feced, Celia; Weissteiner, Christof Jakob; Baraldi, Andrea; Paracchini, Maria Luisa; Maes, Joachim; Zulian, Grazia; Kempen, Markus; Elbersen, Berien; Perez-Soba, Marta",AGRONOMY FOR SUSTAINABLE DEVELOPMENT,2015,35,1,273,283,10.1007/s13593-014-0238-1,9
0,"Urban Forests of Riga, Latvia - Pressures Naturalness, Attitudes and
Management","Jankovska, Ilze; Straupe, Inga; Brumelis, Guntis; Donis, Janis; Kupfere, Liga",BALTIC FORESTRY,2014,20,2,342,351,,9
0,"The green areas of San Juan, Puerto Rico","Ramos-Gonzalez, Olga M.",ECOLOGY AND SOCIETY,2014,19,3,,,10.5751/ES-06598-190321,9
0,Re-inventing the Urban Forest: The Rise of Arboriculture in Australia,"Davison, Aidan; Kirkpatrick, Jamie",URBAN POLICY AND RESEARCH,2014,32,2,145,162,10.1080/08111146.2013.832669,9
0,"Concepts for the sustainable management of multi-scale flow systems: the
groundwater system within the Laufen Basin, Switzerland","Huggenberger, Peter; Epting, Jannis; Scheidler, Stefan",ENVIRONMENTAL EARTH SCIENCES,2013,69,2,645,661,10.1007/s12665-013-2308-0,9
0,"Green infrastructure and bird diversity across an urban socioeconomic
gradient","Davis, Amelie Y.; Belaire, J. Amy; Farfan, Monica A.; Milz, Dan; Sweeney, Eric R.; Loss, Scott R.; Minor, Emily S.",ECOSPHERE,2012,3,11,,,10.1890/ES12-00126.1,9
0,Classifying urban rivers,"Davenport, AJ; Gurnell, AM; Armitage, PD",WATER SCIENCE AND TECHNOLOGY,2001,43,9,147,155,,9
0,"A framework for assessing and implementing the co-benefits of
nature-based solutions in urban areas","Raymond, Christopher M.; Frantzeskaki, Niki; Kabisch, Nadja; Berry, Pam; Breil, Margaretha; Nita, Mihai Razvan; Geneletti, Davide; Calfapietra, Carlo",ENVIRONMENTAL SCIENCE & POLICY,2017,77,,15,24,10.1016/j.envsci.2017.07.008,8
0,"All about the 'wow factor'? The relationships between aesthetics,
restorative effect and perceived biodiversity in designed urban planting","Hoyle, Helen; Hitchmough, James; Jorgensen, Anna",LANDSCAPE AND URBAN PLANNING,2017,164,,109,123,10.1016/j.landurbplan.2017.03.011,8
