"Title","DOI"
"Sacred sites, biodiversity and urbanization in an Indian megacity","10.1007/s11252-018-0804-4"
"Urban ecosystem Services in Latin America: mismatch between global concepts and regional realities?","10.1007/s11252-018-0805-3"
"Designing public squares with green infrastructure to optimize human thermal comfort","10.1016/j.buildenv.2018.12.051"
"Exploring the effect of psychometric variables on willingness to pay for marine ecosystem services: A survey in Japan","10.1016/j.ecoser.2018.12.003"
"Valuing urban ecosystem services in sustainable brownfield redevelopment","10.1016/j.ecoser.2018.12.006"
"Assessing the policy scenarios for the Ecosystem Water Food Energy (EWFE) nexus in the Mediterranean region","10.1016/j.ecoser.2018.12.013"
"Landscape trajectory of natural boreal forest loss as an impediment to green infrastructure","10.1111/cobi.13148"
"Domestic gardens as favorable pollinator habitats in impervious landscapes","10.1016/j.scitotenv.2018.07.310"
"Impact of Urban Surface Characteristics and Socio-Economic Variables on the Spatial Variation of Land Surface Temperature in Lagos City, Nigeria","10.3390/su11010025"
"Biodiversity and ecosystem services in urban green infrastructure planning: A case study from the metropolitan area of Rome (Italy)","10.1016/j.ufug.2017.12.014"
"Green Mobility Infrastructures. A landscape approach for roundabouts' gardens applied to an Italian case study","10.1016/j.ufug.2018.03.011"
"Is new always better than old? Accessibility and usability of the urban green areas of the municipality of Rome","10.1016/j.ufug.2018.07.015"
"Mapping and classifying green infrastructure typologies for climate-related studies based on remote sensing data","10.1016/j.ufug.2018.11.008"
"How to renew soil bioengineering for slope stabilization: some proposals","10.1007/s11355-018-0359-9"
"Greening Displacements, Displacing Green: Environmental Subjectivity, Slum Clearance, and the Embodied Political Ecologies of Dispossession in Mumbai","10.1111/1468-2427.12699"
"Relating stomatal conductance and surface area with evapotranspiration induced suction in a heterogeneous grass cover","10.1016/j.jhydrol.2018.11.048"
"Transitional path to the adoption of nature-based solutions","10.1016/j.landusepol.2018.09.020"
"From ocean sprawl to blue-green infrastructure - A UK perspective on an issue of global significance","10.1016/j.envsci.2018.09.008"
"Bringing conservation priorities into urban growth simulation: An integrated model and applied case study of Hangzhou, China","10.1016/j.resconrec.2018.09.032"
"Soil and microbial properties of green infrastructure stormwater management systems","10.1016/j.ecoleng.2018.10.017"
"Effects of conversion of wetlands to rice and fish farming on water quality in valley bottoms of the Migina catchment, southern Rwanda","10.1016/j.ecoleng.2018.10.019"
"Realizing the opportunities of black carbon in urban soils: Implications for water quality management with green infrastructure","10.1016/j.scitotenv.2018.06.396"
"Useful wasteland - the potential of undeveloped land in modification of urban green infrastructure based on the city of Poznan","10.2478/mgrsd-2018-0016"
"Analysing the Synergies and Trade-Offs between Ecosystem Services to Reorient Land Use Planning in Metropolitan Bilbao (Northern Spain)","10.3390/su10124376"
"The Evaluation of Green Investments in Urban Areas: A Proposal of an eco-social-green Model of the City","10.3390/su10124541"
"Scalable Green InfrastructureThe Case of Domestic Private Gardens in Vuores, Finland","10.3390/su10124571"
"A GIS-Based Framework Creating Green Stormwater Infrastructure Inventory Relevant to Surface Transportation Planning","10.3390/su10124710"
"The effects of urban expansion on green infrastructure along an extended latitudinal gradient (23 degrees S-45 degrees S) in Chile over the last thirty years","10.1016/j.landusepol.2018.09.008"
"Environmental impact assessment of Pinaceae airborne pollen and green infrastructure using BIM","10.1016/j.autcon.2018.10.011"
"Historic Institutionalism and Urban Morphology in Jakarta: Moving Towards Building Flood Resiliency into the Formal Planning and Development System","10.5614/jrcp.2018.29.3.2"
"Reclamation of water and the synthesis of gypsum and limestone from acid mine drainage treatment process using a combination of pre-treated magnesite nanosheets, lime, and CO2 bubbling","10.1016/j.wri.2018.07.001"
"Adapting to sea level rise: Emerging governance issues in the San Francisco Bay Region","10.1016/j.envsci.2018.09.015"
"Key coastal landscape structures for resilient coastal green infrastructure to enhance the abundance of migratory birds on the Yellow Sea","10.1016/j.envpol.2018.08.081"
"The multiscale effects of stream restoration on water quality","10.1016/j.ecoleng.2018.09.016"
"Air pollution deposition on a roadside vegetation barrier in a Mediterranean environment: Combined effect of evergreen shrub species and planting density","10.1016/j.scitotenv.2018.06.217"
"Peculiar features of the plastids of the colourless alga Euglena longa and photosynthetic euglenophytes unveiled by transcriptome analyses","10.1038/s41598-018-35389-1"
"Effects of the urban heat island and climate change on the growth of Khaya senegalensis in Hanoi, Vietnam","10.1186/s40663-018-0155-x"
"THE CURRENT SITUATION AND RECENT CHANGES IN VEGETATION INDICES (VIS) IN FORESTED CITIES WITH DRY CLIMATES: THE CASE OF THE MENDOZA METROPOLITAN AREA, ARGENTINA","10.22320/07183607.2018.21.38.02"
"Urban green space availability in Bathinda City, India","10.1007/s10661-018-7053-0"
"An Evaluation of Local Comprehensive Plans Toward Sustainable Green Infrastructure in US","10.3390/su10114143"
"An Analysis of the Changes in the Structure of Allotment Gardens in Poland and of the Process of Regulating Legal Status","10.3390/su10113829"
"Simulation modeling for a resilience improvement plan for natural disasters in a coastal area","10.1016/j.envpol.2018.07.057"
"Moving forward in implementing green infrastructures: Stakeholder perceptions of opportunities and obstacles in a major North American metropolitan area","10.1016/j.cities.2018.03.014"
"Fine-scale analysis of urban flooding reduction from green infrastructure: An ecosystem services approach for the management of water flows","10.1016/j.ecolmodel.2018.08.002"
"Exploring the potential of urban park size for the provision of ecosystem services to urban centres: A case study in Sao Paulo, Brazil","10.1016/j.buildenv.2018.08.036"
"Field evaluation of precipitation interception potential of green facades","10.1016/j.ecoleng.2018.07.026"
"INTEGRATED TEACHING AND PRACTICE: GREEN INFRASTRUCTURE PLANNING AND GREEN ROOF PERFORMANCE IN A SEMI-ARID CAMPUS ENVIRONMENT, USA","10.15302/J-LAF-20180504"
"Influence of the raising system on phagocytosis in the endangered Danube salmon (Hucho hucho)","10.1016/j.gecco.2018.e00514"
"Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account","10.1002/ecs2.2486"
"Da Nang Green Space System Planning: An Ecology Landscape Approach","10.3390/su10103506"
"Implementing Green Infrastructures beyond Protected Areas","10.3390/su10103544"
"Including uncertainty in valuing blue and green infrastructure for stormwater management","10.1016/j.ecoser.2018.08.011"
"Integrating natural and engineered remediation strategies for water quality management within a low-impact development (LID) approach","10.1007/s11356-018-2963-5"
"The impact of rainfall in remobilising particulate matter accumulated on leaves of four evergreen species grown on a green screen and a living wall","10.1016/j.ufug.2018.07.018"
"Low-maintenance green tram tracks as a socially acceptable solution to greening a city","10.1016/j.ufug.2018.08.017"
"GIS-based assessment of ecosystem service demand concerning green infrastructure line-side vegetation","10.1016/j.ecoleng.2017.06.030"
"A factor analysis of landscape metrics of particles deposited on leaf surface","10.1007/s11356-018-2804-6"
"Plant chemistry associated dynamic modelling to enhance urban vegetation carbon sequestration potential via bioenergy harvesting","10.1016/j.jclepro.2018.06.233"
"Comparing macroinvertebrate assemblages at organic-contaminated river sites with different zinc concentrations: Metal-sensitive taxa may already be absent","10.1016/j.envpol.2018.05.041"
"Assessing bird avoidance of high-contrast lights using a choice test approach: implications for reducing human-induced avian mortality","10.7717/peerj.5404"
"Landscape Structures Affect Risk of Canine Distemper in Urban Wildlife","10.3389/fevo.2018.00136"
"Engineering Analysis of Plant and Fungal Contributions to Bioretention Performance","10.3390/w10091226"
"Applying Soil Health Indicators to Encourage Sustainable Soil Use: The Transition from Scientific Study to Practical Application","10.3390/su10093021"
"Green and brown infrastructures support a landscape-level implementation of ecological engineering","10.1016/j.ecoleng.2018.05.019"
"The effect of flexible vegetation on flow in drainage channels: Estimation of roughness coefficients at the real scale","10.1016/j.ecoleng.2018.06.018"
"Linear Parks and the Political Ecologies of Permeability: Environmental displacement in SAo Paulo, Brazil","10.1111/1468-2427.12657"
"Covariation in urban birds providing cultural services or disservices and people","10.1111/1365-2664.13146"
"Plant diversity in cities: call for assessment and conservation","10.18520/cs/v115/i3/428-435"
"Pathways to Coastal Resiliency: The Adaptive Gradients Framework","10.3390/su10082629"
"Public perceptions and attitudes toward green infrastructure on buildings: The case of the metropolitan area of Athens, Greece","10.1016/j.ufug.2018.06.017"
"Planning for a green city: The Green Factor tool","10.1016/j.ufug.2018.07.019"
"The impact of the implementation of Bus Rapid Transit (BRT) on the trees of the central region of Palmas, Tocantins","10.5380/dma.v46i0.55981"
"Business attitudes towards funding ecosystem services provided by urban forests","10.1016/j.ecoser.2018.07.006"
"The concept of green infrastructure and urban landscape planning: a challenge for urban forestry planning in Belgrade, Serbia","10.3832/ifor2683-011"
"Effectiveness of landscape-based green infrastructure for stormwater management in suburban catchments","10.1002/hyp.13144"
"Benchmarking Nature-Based Solution and Smart City Assessment Schemes Against the Sustainable Development Goal Indicator Framework","10.3389/fenvs.2018.00069"
"Clustering or Scattering? The Spatial Distribution of Cropland in a Metropolitan Region, 1960-2010","10.3390/su10072584"
"Potential of Particle Matter Dry Deposition on Green Roofs and Living Walls Vegetation for Mitigating Urban Atmospheric Pollution in Semiarid Climates","10.3390/su10072431"
"Is there more than meets the eye? Seed bank analysis of a typical novel ecosystem, the extensive green roof","10.1111/avsc.12383"
"Urban Park Systems to Support Sustainability: The Role of Urban Park Systems in Hot Arid Urban Climates","10.3390/f9070439"
"Who Manages Space? Eco-DRR and the Local Community","10.3390/su10061705"
"Defining Priority Land Covers that Secure the Livelihoods of Urban and Rural People in Ethiopia: a Case Study Based on Citizens' Preferences","10.3390/su10061701"
"A Comparative Approach to Artificial and Natural Green Walls According to Ecological Sustainability","10.3390/su10061995"
"Defining Green Infrastructure: Integrated methodological proposal using spatial analysis","10.5565/rev/dag.419"
"GREEN INFRASTRUCTURE AS A DETERMINANT OF THE QUALITY OF URBAN LIFE AND A BARRIER TO THE DEVELOPMENT OF A CITY: A CASE STUDY","10.7163/GPol.0131"
"Setting the Standard for Green Infrastructure: The Need for, and Features of, a Benchmark in England","10.1080/02697459.2018.1531580"
"Identification and characterization of the Green and Blue infrastructures of the Regional Natural Park of the Ardennes: comparison of approaches by habitat and environmental permeability","10.4000/cybergeo.29864"
"MACROECOLOGICAL RESEARCH IN BOREAL FOREST REVEALS THE EFFECTS OF MOOSE ON ECONOMICALLY AND ECOLOGICALLY IMPORTANT TREE SPECIES","10.17238/issn0536-1036.2018.4.9"
"The Results of Thinning on Drain Lands of the Vologda Region","10.17238/issn0536-1036.2018.4.70"
"Environmental sustainability in cities by biophilic city approach: a case study of Tehran","10.1080/12265934.2018.1425153"
"The ecological framework of Russian major cities: spatial structure, territorial planning and main problems of development","10.21638/11701/spbu07.2018.201"
"Mapping and Quantifying Variations in Ecosystem Services of Urban Green Spaces: A Test Case of Carbon Sequestration at the District Scale for Seoul, Korea (1975-2015)","10.14246/irspsd.6.3_110"
