lat,lon,elevation,city,country,human.population,human.density,Species,Mean Tree density (per 200 m)
-32.170556,25.616667,880,Cradock,South Africa,0.03667,0.000293,Tamarix gallicaÿSieber ex Nyman.,0
-32.170556,25.616667,880,Cradock,South Africa,0.03667,0.000293,Thuja occidentalisL.,0
-32.170556,25.616667,880,Cradock,South Africa,0.03667,0.000293,Tremaÿsp.,0
-32.170556,25.616667,880,Cradock,South Africa,0.03667,0.000293,Ulmus parvifoliaJacq.,0
-32.170556,25.616667,880,Cradock,South Africa,0.03667,0.000293,Unknown,0.4
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Acer buergerianumMiq.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Agathis robustaÿ(C. Moore ex F. Muell.) F.M. Bailey,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Bauhinia forficateJ.H.F. Link,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Betula pendulaÿRoth.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Bignoniaceaesp.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Brachychiton populneus(Schott & Endl.) R.Br.,1
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Cedrus deodara(Roxb. ex Lambert) G. Son,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Celtis africana*Burm. f.,1.2
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Celtis sinensisÿPers.,1.1
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Ceratonia siliqueÿL.,1.9
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Cotoneaster glaucophyllusFranch,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Delonix regia(Bojer) Raf.,0.9
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Erythrina caffra*Thunb.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Fraxinus americanaMarsh.,4.3
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Fraxinus velutinaLingelsh.,3
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Fraxinusÿsp.,0.2
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Grevillea robustaÿA. Cunn. ex R.Br.,0.5
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Hakea salicifolia(Vent.) B.L. Burtt,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Harpephyllum caffrum* Bernh. ex Krauss,0.8
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Ligustrum lucidumÿAit.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Ligustrum ovalifoliumHort ex Decne.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Melia azedarachÿL.,0.3
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Morus japonicaSiebold.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Musa paradisiacaÿL.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Olea africana*(Mill.) P.S. Green,0.4
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Pinus halepensisMill.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Pinusÿsp.,2.2
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Platanus acerifolia(Aiton) Willd.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Robinia pseudoacaciaL.,0.2
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Schinus molleL.,0.4
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Schinus terebinthfoliusRaddi.,0.4
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Searsia lancea*ÿ(L.f.) F.A. Barkley,0.1
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Sophora japonicaÿL.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Tamarix gallicaÿSieber ex Nyman.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Thuja occidentalisL.,1
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Tremaÿsp.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Ulmus parvifoliaJacq.,0
-32.252222,24.540556,750,Graaff-Reinet,South Africa,0.035672,0.000706,Unknown,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Acer buergerianumMiq.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Agathis robustaÿ(C. Moore ex F. Muell.) F.M. Bailey,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Bauhinia forficateJ.H.F. Link,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Betula pendulaÿRoth.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Bignoniaceaesp.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Brachychiton populneus(Schott & Endl.) R.Br.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Cedrus deodara(Roxb. ex Lambert) G. Son,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Celtis africana*Burm. f.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Celtis sinensisÿPers.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Ceratonia siliqueÿL.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Cotoneaster glaucophyllusFranch,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Delonix regia(Bojer) Raf.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Erythrina caffra*Thunb.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Fraxinus americanaMarsh.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Fraxinus velutinaLingelsh.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Fraxinusÿsp.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Grevillea robustaÿA. Cunn. ex R.Br.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Hakea salicifolia(Vent.) B.L. Burtt,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Harpephyllum caffrum* Bernh. ex Krauss,2.7
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Ligustrum lucidumÿAit.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Ligustrum ovalifoliumHort ex Decne.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Melia azedarachÿL.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Morus japonicaSiebold.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Musa paradisiacaÿL.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Olea africana*(Mill.) P.S. Green,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Pinus halepensisMill.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Pinusÿsp.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Platanus acerifolia(Aiton) Willd.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Robinia pseudoacaciaL.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Schinus molleL.,1.3
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Schinus terebinthfoliusRaddi.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Searsia lancea*ÿ(L.f.) F.A. Barkley,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Sophora japonicaÿL.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Tamarix gallicaÿSieber ex Nyman.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Thuja occidentalisL.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Tremaÿsp.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Ulmus parvifoliaJacq.,0
-33.196,27.116,302,Peddie,South Africa,0.004658,0.00126,Unknown,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Acer buergerianumMiq.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Agathis robustaÿ(C. Moore ex F. Muell.) F.M. Bailey,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Bauhinia forficateJ.H.F. Link,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Betula pendulaÿRoth.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Bignoniaceaesp.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Brachychiton populneus(Schott & Endl.) R.Br.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Cedrus deodara(Roxb. ex Lambert) G. Son,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Celtis africana*Burm. f.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Celtis sinensisÿPers.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Ceratonia siliqueÿL.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Cotoneaster glaucophyllusFranch,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Delonix regia(Bojer) Raf.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Erythrina caffra*Thunb.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Fraxinus americanaMarsh.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Fraxinus velutinaLingelsh.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Fraxinusÿsp.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Grevillea robustaÿA. Cunn. ex R.Br.,1.9
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Hakea salicifolia(Vent.) B.L. Burtt,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Harpephyllum caffrum* Bernh. ex Krauss,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Ligustrum lucidumÿAit.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Ligustrum ovalifoliumHort ex Decne.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Melia azedarachÿL.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Morus japonicaSiebold.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Musa paradisiacaÿL.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Olea africana*(Mill.) P.S. Green,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Pinus halepensisMill.,4.3
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Pinusÿsp.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Platanus acerifolia(Aiton) Willd.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Robinia pseudoacaciaL.,2
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Schinus molleL.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Schinus terebinthfoliusRaddi.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Searsia lancea*ÿ(L.f.) F.A. Barkley,3.3
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Sophora japonicaÿL.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Tamarix gallicaÿSieber ex Nyman.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Thuja occidentalisL.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Tremaÿsp.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Ulmus parvifoliaJacq.,0
-33.283333,23.483333,820,Willowmore,South Africa,0.007678,0.000366,Unknown,0
